STT,CUS_CIF_NBR,CUS_NM,DTE_OPN_CIF,BRN_OPN_CIF,CUS_GEN,AGE,TINHTRANGHONNHAN,CUS_PHONE,CUS_MAIL,CUS_ADRR,TINHCHATCVHT,TRINHDOHOCVAN,AVG_AMT_3M,CALL_DATE,STATUS_ADV,CUST_BANCASED,SANPHAMBHNTDAMUA,NGAYMUABH,SPDV,PRIORITYFLAG,BRN_MNGT_PRIO,PAYROLLFLAG,DSCTTHEGHINO,DSCTTHETINDUNG,DSCTNOTIENGUI,DSCTCOTIENGUI,DSCTDIGIBANK,AVG_BAL_TA_E12M,AVG_BAL_TM_E12M,AVG_BAL_LN_E12M,SODUTIENGUI,SODUTIETKIEM,DUNOVAY,NHOMNOVCB,MATDT,CHITIEUCHOYTE,CHITIEUCHOGD,CHITIEUCHODULICH,CHITIEUDAUTUCK,LYDOMUABAOHIEM,SCORE,DATIEPCAN,FEEDBACK,NOTE,RMTIEPCAN
751,xxxxxx,HO TRUNG NGUYEN,12/1/2022,4573,Nam,59,Có gia đình,xxxxxxx862,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội",Cán bộ quản lý sơ cấp,Tốt nghiệp phổ thông,24616798, ,Không có,Không,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Không,32553399,2900750,4414651268,13479942497,1399211869,9399618,65771471,40193776,6918176,24897926,10117089,2,27/03/2024,36389452,64376528,5264593,15337184,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
752,xxxxxx,VO QUYNH GIAO,2/9/2023,3448,Nam,15,Ly dị,xxxxxxx520,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ quản lý cao cấp,Cao học,16566239,9/10/2023,Đồng ý gặp mặt,Có,FWD con vuon xa,6/19/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,33757360,724565,20763656736,9141583830,1581011764,78855957,35977980,785431,77312073,25082544,44345342,1,27/03/2024,35725899,9689904,88033732,79675216,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
753,xxxxxx,DOAN KIEU LOAN,12/21/2021,599,Nam,44,Có gia đình,xxxxxxx106,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,5963484, ,Đồng ý gặp mặt,Có,FWD con vuon xa,2/22/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P2,9603,Không,28454532,694116,24786401747,10677472953,1238418533,74461726,54752470,33330749,57156679,18668589,88131031,2,27/03/2024,57459825,61276804,74854024,40083577,"Quan tâm đầu tư, tài chính",66%,Đã tiếp cận,khác,chưa có,0
754,xxxxxx,DOAN THE LUC,1/12/2021,3752,Nam,31,Có gia đình,xxxxxxx202,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Trung cấp,19543220,5/22/2020,Đồng ý gặp mặt,Có,FWD Nang tam vi the,1/12/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4A,9603,Có,15137107,1040953,6607358327,8163923404,1362233347,31211554,87893827,73233318,42884338,25659253,62117958,2,27/03/2024,98342818,47536939,64249406,86557286,Quan tâm đến cuộc sống tương lai,73%,Chưa tiếp cận,khác,chưa có,0
755,xxxxxx,HUYNH THUY TIEN,5/23/2023,7041,Nữ,34,Ly dị,xxxxxxx559,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,22017484,5/12/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,11/17/2020,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5,9603,Không,12106776,137061,29630780606,17146545277,225765721,83805957,44987374,64736735,73358996,45409791,37400212,2,27/03/2024,57278008,28720613,47822964,55647123,Quan tâm bảo hiểm,77%,Đã tiếp cận,khác,chưa có,0
756,xxxxxx,VU HOANG GIANG,########,1940,Nam,49,Có gia đình,xxxxxxx350,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Trung cấp,28287769,4/21/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,9/29/2020,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P4,9603,Không,19762408,2337087,24530474926,24918702702,1728695227,47048042,96896110,43300662,4194500,50542909,88737833,2,27/03/2024,68113493,95639908,49222240,31059616,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
757,xxxxxx,TRAN CHI KHANG,9/20/2023,6645,Nữ,60,Có gia đình,xxxxxxx077,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,5293339,6/26/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,3/13/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P2,9603,Không,13527647,629276,17133951627,13394672890,1112829663,79809744,86821256,28516957,55647159,70496301,88433828,2,27/03/2024,63357398,62494223,25732714,78015545,Quan tâm bảo hiểm,59%,Chưa tiếp cận,khác,chưa có,0
758,xxxxxx,HUYNH QUOC VU,9/25/2023,341,Nữ,56,Có gia đình,xxxxxxx637,xxxxxxxxx@yahoo.com,"Cầu Giấy,Hà Nội",Cán bộ văn phòng,Cao đẳng,22015441,9/27/2021,Không có,Không,FWD Don dau thay doi 3.0,2/21/2022,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P3,9603,Không,20421488,571207,2260768472,14400121617,1718552277,7838120,74233250,69550996,29126658,93795147,67794918,1,27/03/2024,50020382,81652288,55884697,56511042,"Quan tâm đầu tư, tài chính",54%,Chưa tiếp cận,khác,chưa có,0
759,xxxxxx,NGUYEN CAM TU,6/13/2022,6058,Nam,15,Độc thân,xxxxxxx227,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,23389713,9/19/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,6/5/2020,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P3,9603,Có,8047181,1813402,13655542683,25733772763,135425009,21397343,3910543,62833484,15221946,94016733,59241303,2,27/03/2024,42983230,91713124,75358762,97943587,Quan tâm sức khoẻ,63%,Chưa tiếp cận,khác,chưa có,0
760,xxxxxx,BUI HIEN NUONG,10/19/2020,7690,Nữ,34,Ly dị,xxxxxxx216,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,6624155, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,1/13/2023,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P3,9603,Có,14710471,2413157,12940845506,19530532203,1937624418,39140918,62061570,93479849,89926477,51360541,76938747,1,27/03/2024,97030132,21667263,57174937,88792733,Quan tâm bảo hiểm,60%,Chưa tiếp cận,khác,chưa có,0
761,xxxxxx,LY NGHI LUC,11/5/2023,3776,Nữ,37,Độc thân,xxxxxxx722,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Cao đẳng,32076519, ,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,10/19/2021,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P1,9603,Có,30694387,2763402,21549644284,8499999488,150199767,34078123,36528983,69678176,19739893,50270458,58193956,2,27/03/2024,23454725,67226024,54914971,88869558,"Quan tâm đầu tư, tài chính",66%,Chưa tiếp cận,khác,chưa có,0
762,xxxxxx,LY HOAI THUONG,6/21/2020,4183,Nam,25,Độc thân,xxxxxxx017,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,27583996,10/1/2023,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5B,9603,Không,37806236,733320,10765098237,23715861829,1563479809,86199373,49135123,58997717,60908042,62622454,71921804,2,27/03/2024,53294534,94938904,63101561,68642752,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,khác,chưa có,0
763,xxxxxx,VU HOANG NGON,3/14/2020,5210,Nam,57,Độc thân,xxxxxxx671,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý cao cấp,Cao đẳng,24552863,5/14/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,7/22/2021,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P5A,9603,Không,32945088,568131,24819065407,16645944512,1586531760,5919292,23720378,90128960,73703313,70550973,70190347,2,27/03/2024,7345447,11162908,4165830,29894981,Quan tâm sức khoẻ,74%,Đã tiếp cận,khác,chưa có,0
764,xxxxxx,VO HONG XUAN,8/4/2020,7993,Nam,29,Độc thân,xxxxxxx548,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Cao học,37949948,3/13/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,5/26/2020,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,Không có,Không có,Có,20060339,2602461,13595900337,17643616995,1630362434,64895435,73818919,13061697,6185403,53448978,2046204,2,27/03/2024,90794962,23021519,15455559,93385704,Quan tâm sức khoẻ,57%,Đã tiếp cận,khác,chưa có,0
765,xxxxxx,DUONG YEN PHUONG,12/31/2022,1954,Nam,19,Có gia đình,xxxxxxx859,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Cao đẳng,13996381,10/11/2023,Không có,Không,Không có,Không,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4B,9603,Không,21640103,902382,5540578600,22756722842,565572558,14529304,70180938,58483834,84180404,88387326,45093156,2,27/03/2024,65399605,18893452,63184083,11903267,Quan tâm bảo hiểm,51%,Chưa tiếp cận,khác,chưa có,0
766,xxxxxx,HO KHANH THUY,3/2/2022,3067,Nam,15,Độc thân,xxxxxxx496,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,30558689,2/13/2022,Không có,Không,FWD Don dau thay doi 3.0,9/22/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Không,32169137,2114617,12770287816,26185237475,643817674,46283891,54274265,95737361,71788278,72952855,67034353,2,27/03/2024,41983151,87194277,74376109,17278685,Quan tâm đến cuộc sống tương lai,54%,Đã tiếp cận,khác,chưa có,0
767,xxxxxx,DUONG ÐUC THANG,4/8/2022,1342,Nam,17,Độc thân,xxxxxxx743,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,10745614,3/20/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,11/12/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,22937992,1168763,17192382800,10278451196,327246010,36911415,76757499,83886864,97388368,25507029,16908296,1,27/03/2024,29539198,57732649,29051228,89010046,Quan tâm sức khoẻ,60%,Chưa tiếp cận,khác,chưa có,0
768,xxxxxx,PHAM PHUONG THUY,########,2772,Nữ,55,Có gia đình,xxxxxxx025,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,32868689,3/9/2023,Không có,Không,FWD Nang tam vi the,9/13/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4,9603,Có,24781139,58530,4727858652,12263666386,674311575,1373336,16276032,66235772,76088454,319792,46265943,2,27/03/2024,57716435,87495190,61022939,41917909,Quan tâm sức khoẻ,74%,Chưa tiếp cận,khác,chưa có,0
769,xxxxxx,HUYNH HUU TAN,7/14/2021,9314,Nam,33,Ly dị,xxxxxxx330,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,13121044,10/20/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,10/15/2020,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4A,9603,Có,30575091,1852186,2393509872,19087063597,1458871501,8509836,60738085,66603480,92119282,90407030,1435751,2,27/03/2024,24982162,24910922,85832454,51987141,Quan tâm sức khoẻ,51%,Chưa tiếp cận,khác,chưa có,0
770,xxxxxx,PHAM ÐUC BANG,3/11/2021,5018,Nam,57,Độc thân,xxxxxxx963,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Cao học,12931711,11/23/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,7/17/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4,9603,Có,21277615,686413,4476095660,17815846857,481429237,10313097,42464527,46512910,2001663,47908760,27516765,2,27/03/2024,39091887,65147616,51309947,45041848,Quan tâm bảo hiểm,66%,Chưa tiếp cận,khác,chưa có,0
771,xxxxxx,PHAM BICH NGAN,2/22/2021,855,Nữ,33,Có gia đình,xxxxxxx803,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,15205347,3/30/2023,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,8/16/2023,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5A,9603,Có,19325297,2684815,10112754563,18312550996,18776806,8500826,17424152,83957247,44027447,61497778,27358749,1,27/03/2024,3472316,23785987,19085019,76649498,Quan tâm sức khoẻ,74%,Đã tiếp cận,khác,chưa có,0
772,xxxxxx,NGO HIEP HA,2/26/2020,662,Nam,16,Ly dị,xxxxxxx145,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,28345526,10/21/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,1/3/2020,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4B,9603,Không,8217111,1659647,16526967910,19221393277,1431611229,36811519,16957047,15053134,83177760,63052940,93654020,2,27/03/2024,1535456,55092440,33116673,16607180,Quan tâm sức khoẻ,55%,Đã tiếp cận,khác,chưa có,0
773,xxxxxx,HUYNH PHI KHANH,12/23/2021,7546,Nữ,59,Có gia đình,xxxxxxx533,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Cao đẳng,9321639,11/27/2020,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,1/24/2023,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Không,19219529,2553594,24075904358,2523110316,228098739,9776950,81799723,87266613,77457881,42058554,54940949,2,27/03/2024,84666441,63955562,13420803,46510012,Quan tâm bảo hiểm,50%,Đã tiếp cận,khác,chưa có,0
774,xxxxxx,VO KHOI NGUYEN,2/15/2020,4773,Nam,34,Có gia đình,xxxxxxx596,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý trung cấp,Cao học,37952919,9/16/2022,Đồng ý gặp mặt,Có,Không có,Không,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P5,9603,Không,37832125,1407723,24638947687,10712089446,200757332,77295987,20232658,59475734,23479913,98597010,64818452,2,27/03/2024,47417648,92244340,56687433,50617172,Quan tâm bảo hiểm,76%,Chưa tiếp cận,khác,chưa có,0
775,xxxxxx,TRAN THUC TRINH,10/10/2020,7544,Nữ,21,Độc thân,xxxxxxx033,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,35459541,8/9/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,11/23/2020,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5B,9603,Có,27402700,2515086,13137965973,29272953013,1912312183,62361036,89028984,46261837,27150302,61346607,16051054,2,27/03/2024,67367848,12970429,77791415,58791329,"Quan tâm đầu tư, tài chính",66%,Chưa tiếp cận,khác,chưa có,0
776,xxxxxx,HOANG ÐUC ANH,6/16/2020,4450,Nam,16,Ly dị,xxxxxxx963,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,34286179,11/16/2021,Đồng ý gặp mặt,Có,FWD con vuon xa,8/16/2023,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4,9603,Có,16217421,1029887,2039466322,15230326099,1622028006,53765882,45785825,13438825,39095001,27090996,33383492,2,27/03/2024,73581215,14585541,13652145,43337856,Quan tâm gia đình,69%,Đã tiếp cận,khác,chưa có,0
777,xxxxxx,VU THAO MY,10/21/2020,3169,Nam,34,Ly dị,xxxxxxx112,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,32746901,2/3/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4,9603,Không,27211465,601071,27973940880,15177740979,1115284577,38216417,78860562,35358072,95954687,20857110,46717163,2,27/03/2024,70269546,55978845,84289853,15244923,Quan tâm sức khoẻ,66%,Chưa tiếp cận,khác,chưa có,0
778,xxxxxx,NGUYEN HIEP HIEN,9/23/2023,5974,Nữ,55,Ly dị,xxxxxxx126,xxxxxxxxx@outlook.com,"Ba Đình,Hà Nội",Cán bộ quản lý sơ cấp,Đại học,25836328,10/5/2023,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,8/23/2021,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P2,9603,Không,15183346,1792982,2151842933,13639375650,552495190,20446564,11364440,66751878,82216442,76242602,89515940,1,27/03/2024,18598578,7215598,75560739,60550620,Quan tâm gia đình,58%,Chưa tiếp cận,khác,chưa có,0
779,xxxxxx,TRUONG LINH GIANG,1/9/2020,6551,Nam,50,Độc thân,xxxxxxx744,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,10115440,9/12/2021,Đồng ý gặp mặt,Có,FWD Nang tam vi the,3/30/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P2,9603,Không,5700941,2845232,19955533371,28209660842,906777721,98058063,25377206,52521182,62916715,8306084,68115823,1,27/03/2024,53126420,31923119,91572187,52403966,Quan tâm gia đình,66%,Đã tiếp cận,khác,chưa có,0
780,xxxxxx,NGUYEN LOC UYEN,10/12/2021,5543,Nữ,29,Độc thân,xxxxxxx847,xxxxxxxxx@yahoo.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý cao cấp,Cao học,20750383,9/30/2022,Đồng ý gặp mặt,Có,Không có,Không,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P7,9603,Không,25992394,2173297,27805430321,20266758704,1775457230,47959012,65106669,53616358,81676141,47414054,22568579,1,27/03/2024,99479937,48637260,49613074,82188225,Quan tâm bảo hiểm,52%,Đã tiếp cận,khác,chưa có,0
781,xxxxxx,LE KIM XUYEN,########,2151,Nữ,27,Có gia đình,xxxxxxx394,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Trung cấp,13595233,11/30/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,3/19/2022,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,24677184,2302705,24342239594,26383566476,1635349033,45161299,38407580,56418170,55878979,87481590,57947841,2,27/03/2024,23059868,74743133,4157921,89581314,Quan tâm đến cuộc sống tương lai,66%,Chưa tiếp cận,khác,chưa có,0
782,xxxxxx,PHAN CONG LY,12/20/2020,9337,Nữ,52,Ly dị,xxxxxxx316,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,16098816,10/27/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P7,9603,Không,22554628,2340553,17887671062,23495677730,442621553,27623171,26722840,42883941,54807350,54652140,42167571,2,27/03/2024,16942152,94866557,41068414,33751749,Quan tâm gia đình,66%,Chưa tiếp cận,khác,chưa có,0
783,xxxxxx,NGUYEN TRIEU NGUYET,7/3/2020,2292,Nam,51,Có gia đình,xxxxxxx174,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Cao học,6026093, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,2/22/2020,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P7,9603,Không,26337823,2630618,28146777163,7717757316,1647496851,8570939,43395631,26834064,28955932,43094989,77431192,2,27/03/2024,1413421,19971286,20058901,20760245,"Quan tâm đầu tư, tài chính",66%,Chưa tiếp cận,khác,chưa có,0
784,xxxxxx,TRAN BICH HAO,12/8/2022,6292,Nữ,32,Ly dị,xxxxxxx939,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Đại học,38424094,3/31/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,8/28/2022,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P5A,9603,Không,19467756,1795358,15280521949,16302821789,269562357,55434727,61104516,45123389,89768886,15578832,49589133,2,27/03/2024,2941396,58145389,61391525,50137540,Quan tâm sức khoẻ,77%,Chưa tiếp cận,khác,chưa có,0
785,xxxxxx,NGO GIANG SON,########,4418,Nam,40,Có gia đình,xxxxxxx003,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý cao cấp,Đại học,38462363,1/6/2022,Không có,Không,Không có,Không,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P5B,9603,Không,1552909,1089862,7855988478,27828337470,155309236,18058048,73819116,56906673,7368185,51090878,22266522,2,27/03/2024,64021893,12275387,55831207,64461796,"Quan tâm đầu tư, tài chính",59%,Chưa tiếp cận,khác,chưa có,0
786,xxxxxx,PHAN TINH YEN,1/12/2020,4018,Nữ,35,Ly dị,xxxxxxx414,xxxxxxxxx@gmail.com,"Hà Đông,Hà Nội",Cán bộ văn phòng,Cao đẳng,18179087,2/8/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,8/6/2021,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,Không có,Không có,Có,28055204,1341786,9031335760,28294792639,1001587837,56344395,19463380,22036014,64503947,19172393,1346012,2,27/03/2024,93181585,82879278,37234314,22153183,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,khác,chưa có,0
787,xxxxxx,HUYNH THUC UYEN,1/18/2022,5683,Nam,34,Độc thân,xxxxxxx309,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý sơ cấp,Đại học,9840623,2/9/2021,Không có,Không,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4A,9603,Không,33381585,1291881,15055264328,7300929766,1817930013,48031349,92835453,1076174,41484955,8505516,58350699,2,27/03/2024,66520965,2099605,14633391,70234489,Quan tâm đến cuộc sống tương lai,66%,Chưa tiếp cận,khác,chưa có,0
